Date,State,Confirmed,Recovered,Deceased
2020-10-01,Arunachal Pradesh,10026,7049,16
2020-10-01,Assam,182396,147527,711
2020-10-01,Bihar,184307,170867,906
2020-10-01,Chandigarh,12057,10009,164
2020-10-01,Chhattisgarh,116178,84699,986
2020-10-01,Dadra and Nagar Haveli and Daman and Diu,3059,2912,2
2020-10-01,Delhi,283045,250621,5401
2020-10-01,Goa,33942,28525,440
2020-10-01,Gujarat,138752,118665,3463
2020-10-01,Haryana,129918,115038,1402
2020-10-01,Himachal Pradesh,15228,11588,190
2020-10-01,Jammu and Kashmir,76166,58552,1198
2020-10-01,Jharkhand,84684,72461,721
2020-10-01,Karnataka,611837,492379,8991
2020-10-01,Kerala,204242,131052,772
2020-10-01,Ladakh,4360,3232,61
2020-10-01,Madhya Pradesh,130123,107279,2337
2020-10-01,Maharashtra,1400929,1104426,37057
2020-10-01,Manipur,11113,8641,68
2020-10-01,Meghalaya,5815,4001,51
2020-10-01,Mizoram,2044,1721,0
2020-10-01,Nagaland,6248,5099,12
2020-10-01,Odisha,222910,190080,912
2020-10-01,Puducherry,28026,22505,525
2020-10-01,Punjab,115162,95937,3451
2020-10-01,Rajasthan,137346,115032,1500
2020-10-01,Sikkim,2970,2294,40
2020-10-01,Tamil Nadu,603299,547335,9587
2020-10-01,Telangana,193611,163416,1135
2020-10-01,Tripura,26066,20069,280
2020-10-01,Uttar Pradesh,403124,346859,5864
2020-10-01,Uttarakhand,49252,39836,625
2020-10-01,West Bengal,260324,228695,5014
2020-10-02,Andaman and Nicobar Islands,3858,3631,53
2020-10-02,Andhra Pradesh,703898,641098,5900
2020-10-02,Arunachal Pradesh,10226,7183,18
2020-10-02,Assam,183812,148968,721
2020-10-02,Bihar,185738,172364,910
2020-10-02,Chandigarh,12212,10162,169
2020-10-02,Chhattisgarh,118815,88095,1002
2020-10-02,Dadra and Nagar Haveli and Daman and Diu,3068,2933,2
2020-10-02,Delhi,285965,253792,5438
2020-10-02,Goa,34455,29004,442
2020-10-02,Gujarat,140062,119915,3478
2020-10-02,Haryana,131394,116716,1425
2020-10-02,Himachal Pradesh,15463,11976,197
2020-10-02,Jammu and Kashmir,77256,59952,1212
2020-10-02,Jharkhand,85420,73428,729
2020-10-02,Karnataka,620630,499473,9116
2020-10-02,Kerala,213500,135144,792
2020-10-02,Ladakh,4429,3274,61
2020-10-02,Madhya Pradesh,132142,109611,2373
2020-10-02,Maharashtra,1416520,1117720,37481
2020-10-02,Manipur,11399,8992,69
2020-10-02,Meghalaya,6046,4226,52
2020-10-02,Mizoram,2075,1736,0
2020-10-02,Nagaland,6322,5166,12
2020-10-02,Odisha,226510,194128,928
2020-10-02,Puducherry,28536,22948,532
2020-10-02,Punjab,116224,97777,3501
2020-10-02,Rajasthan,139557,117092,1516
2020-10-02,Sikkim,3012,2328,41
2020-10-02,Tamil Nadu,608894,552938,9654
2020-10-02,Telangana,195620,165853,1145
2020-10-02,Tripura,26362,20573,283
2020-10-02,Uttar Pradesh,407018,351966,5917
2020-10-02,Uttarakhand,49563,40176,636
2020-10-02,West Bengal,263634,231639,5067
2020-10-03,Andaman and Nicobar Islands,3868,3642,53
2020-10-03,Andhra Pradesh,710122,648896,5941
2020-10-03,Arunachal Pradesh,10427,7388,18
2020-10-03,Assam,185444,150781,735
2020-10-03,Bihar,186721,173795,912
2020-10-03,Chandigarh,12360,10396,172
2020-10-03,Chhattisgarh,121425,91077,1031
2020-10-03,Dadra and Nagar Haveli and Daman and Diu,3075,2941,2
2020-10-03,Delhi,288223,257232,5472
2020-10-03,Goa,34900,29527,450
2020-10-03,Gujarat,141405,121219,3490
2020-10-03,Haryana,132582,118258,1450
2020-10-03,Himachal Pradesh,15704,12173,205
2020-10-03,Jammu and Kashmir,78231,61351,1231
2020-10-03,Jharkhand,86297,74604,734
2020-10-03,Karnataka,630516,508462,9216
2020-10-03,Kerala,221334,139620,814
2020-10-03,Ladakh,4477,3315,61
2020-10-03,Madhya Pradesh,133953,111712,2400
2020-10-03,Maharashtra,1430868,1134555,37759
2020-10-03,Manipur,11651,9081,71
2020-10-03,Meghalaya,6469,4319,54
2020-10-03,Mizoram,2129,1772,0
2020-10-03,Nagaland,6433,5212,12
2020-10-03,Odisha,229563,198194,945
2020-10-03,Puducherry,28754,23344,534
2020-10-03,Punjab,117330,99468,3562
2020-10-03,Rajasthan,141707,119095,1530
2020-10-03,Sikkim,3051,2367,43
2020-10-03,Tamil Nadu,614516,558534,9719
2020-10-03,Telangana,197338,167855,1153
2020-10-03,Tripura,26552,20874,286
2020-10-03,Uttar Pradesh,410649,356826,5977
2020-10-03,Uttarakhand,50066,41095,648
2020-10-03,West Bengal,266974,234652,5129
2020-10-04,Andaman and Nicobar Islands,3884,3649,53
2020-10-04,Andhra Pradesh,716364,655980,5981
2020-10-04,Arunachal Pradesh,10554,7577,18
2020-10-04,Assam,186200,152132,749
2020-10-04,Bihar,187982,175109,915
2020-10-04,Chandigarh,12445,10598,174
2020-10-04,Chhattisgarh,123349,93731,1045
2020-10-04,Dadra and Nagar Haveli and Daman and Diu,3092,2954,2
2020-10-04,Delhi,290906,260358,5510
2020-10-04,Goa,35328,30033,456
2020-10-04,Gujarat,142707,122465,3499
2020-10-04,Haryana,133884,120341,1470
2020-10-04,Himachal Pradesh,15860,12341,212
2020-10-04,Jammu and Kashmir,79109,62404,1242
2020-10-04,Jharkhand,87230,75511,743
2020-10-04,Karnataka,640661,515749,9283
2020-10-04,Kerala,229887,144471,837
2020-10-04,Ladakh,4521,3354,61
2020-10-04,Madhya Pradesh,135673,113832,2435
2020-10-04,Maharashtra,1443416,1149603,38085
2020-10-04,Manipur,11857,9205,74
2020-10-04,Meghalaya,6669,4393,54
2020-10-04,Mizoram,2146,1791,0
2020-10-04,Nagaland,6556,5263,12
2020-10-04,Odisha,232889,202302,960
2020-10-04,Puducherry,29091,23763,539
2020-10-04,Punjab,118168,100977,3603
2020-10-04,Rajasthan,143891,121185,1545
2020-10-04,Sikkim,3094,2399,45
2020-10-04,Tamil Nadu,620005,564092,9785
2020-10-04,Telangana,199287,170221,1163
2020-10-04,Tripura,26874,21387,290
2020-10-04,Uttar Pradesh,414489,362052,6029
2020-10-04,Uttarakhand,51485,41487,652
2020-10-04,West Bengal,270331,237638,5191
2020-10-05,Andaman and Nicobar Islands,3899,3659,54
2020-10-05,Andhra Pradesh,720620,663538,6019
2020-10-05,Arunachal Pradesh,10789,7775,19
2020-10-05,Assam,187718,153496,760
2020-10-05,Bihar,188889,176674,924
2020-10-05,Chandigarh,12578,10797,177
2020-10-05,Chhattisgarh,126030,97067,1081
2020-10-05,Dadra and Nagar Haveli and Daman and Diu,3097,2964,2
2020-10-05,Delhi,292853,263946,5542
2020-10-05,Goa,35719,30456,460
2020-10-05,Gujarat,144034,123870,3512
2020-10-05,Haryana,134915,121596,1491
2020-10-05,Himachal Pradesh,16042,12633,219
2020-10-05,Jammu and Kashmir,79741,63790,1252
2020-10-05,Jharkhand,88046,76843,747
2020-10-05,Karnataka,647712,522813,9367
2020-10-05,Kerala,234929,149111,860
2020-10-05,Ladakh,4641,3414,61
2020-10-05,Madhya Pradesh,137133,115878,2464
2020-10-05,Maharashtra,1453660,1162585,38348
2020-10-05,Manipur,12107,9334,75
2020-10-05,Meghalaya,6780,4491,59
2020-10-05,Mizoram,2146,1837,0
2020-10-05,Nagaland,6598,5377,12
2020-10-05,Odisha,235506,206400,977
2020-10-05,Puducherry,29279,24221,543
2020-10-05,Punjab,119197,102648,3641
2020-10-05,Rajasthan,146056,123275,1559
2020-10-05,Sikkim,3111,2466,46
2020-10-05,Tamil Nadu,625400,569664,9847
2020-10-05,Telangana,200622,172397,1171
2020-10-05,Tripura,27033,21853,296
2020-10-05,Uttar Pradesh,417460,366321,6092
2020-10-05,Uttarakhand,51995,42368,669
2020-10-05,West Bengal,273679,240647,5252
2020-10-06,Andaman and Nicobar Islands,3912,3678,54
2020-10-06,Andhra Pradesh,726415,669584,6052
2020-10-06,Arunachal Pradesh,11013,7965,20
2020-10-06,Assam,188902,155082,778
2020-10-06,Bihar,190154,177929,925
2020-10-06,Chandigarh,12707,11035,180
2020-10-06,Chhattisgarh,128918,100551,1104
2020-10-06,Dadra and Nagar Haveli and Daman and Diu,3108,2973,2
2020-10-06,Delhi,295529,266943,5581
2020-10-06,Goa,36238,31050,468
2020-10-06,Gujarat,145369,125343,3522
2020-10-06,Haryana,136121,123286,1509
2020-10-06,Himachal Pradesh,16292,12898,224
2020-10-06,Jammu and Kashmir,80479,65496,1268
2020-10-06,Jharkhand,88893,78089,757
2020-10-06,Karnataka,657705,533041,9458
2020-10-06,Kerala,242800,154092,885
2020-10-06,Ladakh,4720,3464,61
2020-10-06,Madhya Pradesh,138703,118039,2489
2020-10-06,Maharashtra,1465918,1179726,38718
2020-10-06,Manipur,12242,9482,78
2020-10-06,Meghalaya,7050,4606,60
2020-10-06,Mizoram,2154,1887,0
2020-10-06,Nagaland,6666,5414,12
2020-10-06,Odisha,238179,210217,993
2020-10-06,Puducherry,29684,24614,546
2020-10-06,Punjab,120027,104355,3679
2020-10-06,Rajasthan,148177,125302,1574
2020-10-06,Sikkim,3136,2506,49
2020-10-06,Tamil Nadu,630417,575212,9918
2020-10-06,Telangana,202605,174778,1181
2020-10-06,Tripura,27308,22108,298
2020-10-06,Uttar Pradesh,420960,370753,6153
2020-10-06,Uttarakhand,52333,42968,677
2020-10-06,West Bengal,277049,243683,5315
2020-10-07,Andaman and Nicobar Islands,3935,3696,54
2020-10-07,Andhra Pradesh,731535,675933,6086
2020-10-07,Arunachal Pradesh,11273,8396,21
2020-10-07,Assam,190209,157643,785
2020-10-07,Bihar,191458,179351,927
2020-10-07,Chandigarh,12820,11190,182
2020-10-07,Chhattisgarh,131764,103828,1134
2020-10-07,Dadra and Nagar Haveli and Daman and Diu,3125,2985,2
2020-10-07,Delhi,298400,270313,5616
2020-10-07,Goa,36670,31444,477
2020-10-07,Gujarat,146680,126757,3531
2020-10-07,Haryana,137404,124841,1528
2020-10-07,Himachal Pradesh,16574,13316,226
2020-10-07,Jammu and Kashmir,81100,67684,1282
2020-10-07,Jharkhand,89722,79176,767
2020-10-07,Karnataka,668652,542873,9571
2020-10-07,Kerala,253406,160253,907
2020-10-07,Ladakh,4802,3511,63
2020-10-07,Madhya Pradesh,140342,120267,2519
2020-10-07,Maharashtra,1480496,1196441,39073
2020-10-07,Manipur,12491,9604,80
2020-10-07,Meghalaya,7178,4694,60
2020-10-07,Mizoram,2174,1895,0
2020-10-07,Nagaland,6719,5450,12
2020-10-07,Odisha,241174,213672,1011
2020-10-07,Puducherry,30163,24930,551
2020-10-07,Punjab,120879,105585,3712
2020-10-07,Rajasthan,150328,127380,1590
2020-10-07,Sikkim,3235,2534,51
2020-10-07,Tamil Nadu,635864,580736,9985
2020-10-07,Telangana,204759,177017,1189
2020-10-07,Tripura,27545,22654,298
2020-10-07,Uttar Pradesh,424349,374972,6200
2020-10-07,Uttarakhand,52963,43631,688
2020-10-07,West Bengal,280504,246707,5373
2020-10-08,Andaman and Nicobar Islands,3952,3707,55
2020-10-08,Andhra Pradesh,736827,682035,6128
2020-10-08,Arunachal Pradesh,11485,8679,22
2020-10-08,Assam,191397,159841,794
2020-10-08,Bihar,192702,180357,929
2020-10-08,Chandigarh,12922,11344,186
2020-10-08,Chhattisgarh,134637,106027,1158
2020-10-08,Dadra and Nagar Haveli and Daman and Diu,3137,3000,2
2020-10-08,Delhi,301126,272956,5653
2020-10-08,Goa,37102,31902,484
2020-10-08,Gujarat,147958,128023,3541
2020-10-08,Haryana,138688,126267,1548
2020-10-08,Himachal Pradesh,16787,13583,233
2020-10-08,Jammu and Kashmir,81796,69020,1291
2020-10-08,Jharkhand,90506,80439,775
2020-10-08,Karnataka,679356,552486,9672
2020-10-08,Kerala,258851,167256,931
2020-10-08,Ladakh,4902,3550,63
2020-10-08,Madhya Pradesh,142057,122687,2548
2020-10-08,Maharashtra,1493891,1212016,39431
2020-10-08,Manipur,12681,9719,83
2020-10-08,Meghalaya,7274,4832,60
2020-10-08,Mizoram,2176,1926,0
2020-10-08,Nagaland,6740,5516,12
2020-10-08,Odisha,244318,216984,1027
2020-10-08,Puducherry,30541,25256,556
2020-10-08,Punjab,121727,107200,3741
2020-10-08,Rajasthan,152466,129472,1605
2020-10-08,Sikkim,3247,2569,52
2020-10-08,Tamil Nadu,640952,586454,10053
2020-10-08,Telangana,206655,179084,1201
2020-10-08,Tripura,27759,23043,301
2020-10-08,Uttar Pradesh,427482,378662,6245
2020-10-08,Uttarakhand,53363,44535,702
2020-10-08,West Bengal,284030,249677,5436
2020-10-09,Andaman and Nicobar Islands,3976,3724,55
2020-10-09,Andhra Pradesh,741972,688145,6159
2020-10-09,Arunachal Pradesh,11766,8877,23
2020-10-09,Assam,192416,161909,802
2020-10-09,Bihar,193857,181781,934
2020-10-09,Chandigarh,12985,11505,188
2020-10-09,Chhattisgarh,137595,108935,1196
2020-10-09,Dadra and Nagar Haveli and Daman and Diu,3145,3012,2
2020-10-09,Delhi,303986,276054,5692
2020-10-09,Goa,37591,32317,491
2020-10-09,Gujarat,149201,129541,3550
2020-10-09,Haryana,139938,127540,1562
2020-10-09,Himachal Pradesh,16986,13861,240
2020-10-09,Jammu and Kashmir,82432,69979,1306
2020-10-09,Jharkhand,91274,81654,781
2020-10-09,Karnataka,690269,561577,9786
2020-10-09,Kerala,268101,175304,956
2020-10-09,Ladakh,4987,3886,63
2020-10-09,Madhya Pradesh,143664,124887,2575
2020-10-09,Maharashtra,1506025,1229339,39733
2020-10-09,Manipur,12812,9866,86
2020-10-09,Meghalaya,7401,4903,61
2020-10-09,Mizoram,2183,1974,0
2020-10-09,Nagaland,6892,5608,12
2020-10-09,Odisha,247015,220388,1044
2020-10-09,Puducherry,30906,25543,558
2020-10-09,Punjab,122470,108533,3773
2020-10-09,Rajasthan,154646,131620,1621
2020-10-09,Sikkim,3280,2640,54
2020-10-09,Tamil Nadu,646137,591811,10121
2020-10-09,Telangana,208546,180962,1208
2020-10-09,Tripura,27982,23451,308
2020-10-09,Uttar Pradesh,430689,383086,6293
2020-10-09,Uttarakhand,54067,45774,716
2020-10-09,West Bengal,287603,252746,5498
2020-10-10,Andaman and Nicobar Islands,3992,3744,55
2020-10-10,Andhra Pradesh,747625,694804,6194
2020-10-10,Arunachal Pradesh,12004,9035,23
2020-10-10,Assam,193387,163360,811
2020-10-10,Bihar,194997,183007,944
2020-10-10,Chandigarh,13081,11662,190
2020-10-10,Chhattisgarh,140283,111654,1235
2020-10-10,Dadra and Nagar Haveli and Daman and Diu,3157,3025,2
2020-10-10,Delhi,306852,278820,5740
2020-10-10,Goa,37934,32777,499
2020-10-10,Gujarat,150422,130997,3560
2020-10-10,Haryana,141096,128841,1572
2020-10-10,Himachal Pradesh,17253,14261,243
2020-10-10,Jammu and Kashmir,83067,70955,1313
2020-10-10,Jharkhand,91971,82805,784
2020-10-10,Karnataka,700786,569914,9888
2020-10-10,Kerala,279856,182874,979
2020-10-10,Ladakh,5059,3973,64
2020-10-10,Madhya Pradesh,145280,127034,2600
2020-10-10,Maharashtra,1517441,1255779,40041
2020-10-10,Manipur,13094,10306,88
2020-10-10,Meghalaya,7557,5045,62
2020-10-10,Mizoram,2188,1984,0
2020-10-10,Nagaland,6953,5641,12
2020-10-10,Odisha,249869,224273,1059
2020-10-10,Puducherry,31243,25954,559
2020-10-10,Punjab,123328,109767,3798
2020-10-10,Rajasthan,156769,133772,1636
2020-10-10,Sikkim,3322,2735,55
2020-10-10,Tamil Nadu,651379,597033,10188
2020-10-10,Telangana,210357,183034,1217
2020-10-10,Tripura,28153,23778,310
2020-10-10,Uttar Pradesh,433735,387149,6353
2020-10-10,Uttarakhand,54529,46186,734
2020-10-10,West Bengal,291194,255778,5560
2020-10-11,Andaman and Nicobar Islands,4005,3764,55
2020-10-11,Andhra Pradesh,752835,700313,6224
2020-10-11,Arunachal Pradesh,12153,9232,24
2020-10-11,Assam,193783,164587,816
2020-10-11,Bihar,196299,184224,946
2020-10-11,Chandigarh,13166,11787,191
2020-10-11,Chhattisgarh,142397,113771,1253
2020-10-11,Dadra and Nagar Haveli and Daman and Diu,3168,3034,2
2020-10-11,Delhi,309632,281877,5769
2020-10-11,Goa,38366,33203,507
2020-10-11,Gujarat,151603,132410,3569
2020-10-11,Haryana,142161,130003,1579
2020-10-11,Himachal Pradesh,17417,14451,245
2020-10-11,Jammu and Kashmir,83636,71845,1322
2020-10-11,Jharkhand,92545,83571,787
2020-10-11,Karnataka,710309,580021,9963
2020-10-11,Kerala,289203,191798,1004
2020-10-11,Ladakh,5081,4037,64
2020-10-11,Madhya Pradesh,146855,129019,2625
2020-10-11,Maharashtra,1528233,1266240,40346
2020-10-11,Manipur,13328,10504,91
2020-10-11,Meghalaya,7696,5142,63
2020-10-11,Mizoram,2201,2010,0
2020-10-11,Nagaland,7023,5690,12
2020-10-11,Odisha,252415,227615,1075
2020-10-11,Puducherry,31551,26291,563
2020-10-11,Punjab,123984,110865,3833
2020-10-11,Rajasthan,158913,135844,1650
2020-10-11,Sikkim,3361,2839,56
2020-10-11,Tamil Nadu,656394,602038,10253
2020-10-11,Telangana,212074,185137,1222
2020-10-11,Tripura,28352,24063,312
2020-10-11,Uttar Pradesh,437002,390566,6394
2020-10-11,Uttarakhand,55055,46642,747
2020-10-11,West Bengal,294806,258888,5619
2020-10-12,Andaman and Nicobar Islands,4023,3770,55
2020-10-12,Andhra Pradesh,756059,705817,6256
2020-10-12,Arunachal Pradesh,12373,9403,24
2020-10-12,Assam,195304,166044,826
2020-10-12,Bihar,197031,185593,955
2020-10-12,Chandigarh,13260,11898,192
2020-10-12,Chhattisgarh,145272,116540,1286
2020-10-12,Dadra and Nagar Haveli and Daman and Diu,3173,3039,2
2020-10-12,Delhi,311481,284852,5809
2020-10-12,Goa,38674,33698,511
2020-10-12,Gujarat,152772,133852,3577
2020-10-12,Haryana,143227,131228,1592
2020-10-12,Himachal Pradesh,17587,14670,246
2020-10-12,Jammu and Kashmir,84034,72706,1333
2020-10-12,Jharkhand,93055,84461,798
2020-10-12,Karnataka,717915,592051,10033
2020-10-12,Kerala,295133,199634,1026
2020-10-12,Ladakh,5151,4126,64
2020-10-12,Madhya Pradesh,148333,130721,2646
2020-10-12,Maharashtra,1535322,1281896,40515
2020-10-12,Manipur,13558,10707,93
2020-10-12,Meghalaya,7784,5273,64
2020-10-12,Mizoram,2210,2046,0
2020-10-12,Nagaland,7244,5760,13
2020-10-12,Odisha,254838,230192,1093
2020-10-12,Puducherry,31739,26555,565
2020-10-12,Punjab,124546,112417,3860
2020-10-12,Rajasthan,161045,137702,1665
2020-10-12,Sikkim,3368,2844,57
2020-10-12,Tamil Nadu,661273,607203,10315
2020-10-12,Telangana,213095,187351,1228
2020-10-12,Tripura,28461,24380,313
2020-10-12,Uttar Pradesh,439184,393908,6438
2020-10-12,Uttarakhand,55351,47306,762
2020-10-12,West Bengal,298389,262043,5679
2020-10-13,Andaman and Nicobar Islands,4036,3782,55
2020-10-13,Andhra Pradesh,760681,711532,6291
2020-10-13,Arunachal Pradesh,12567,9573,28
2020-10-13,Assam,196786,167064,830
2020-10-13,Bihar,198254,186623,961
2020-10-13,Chandigarh,13331,12007,197
2020-10-13,Chhattisgarh,147891,119350,1306
2020-10-13,Dadra and Nagar Haveli and Daman and Diu,3173,3056,2
2020-10-13,Delhi,314517,286888,5854
2020-10-13,Goa,39082,34252,514
2020-10-13,Gujarat,153930,135227,3587
2020-10-13,Haryana,144308,132382,1601
2020-10-13,Himachal Pradesh,17771,14982,249
2020-10-13,Jammu and Kashmir,84711,73502,1340
2020-10-13,Jharkhand,93756,85314,805
2020-10-13,Karnataka,726106,602472,10120
2020-10-13,Kerala,303897,207357,1047
2020-10-13,Ladakh,5238,4205,64
2020-10-13,Madhya Pradesh,149796,132429,2672
2020-10-13,Maharashtra,1543844,1297252,40702
2020-10-13,Manipur,13795,10829,97
2020-10-13,Meghalaya,7851,5406,65
2020-10-13,Mizoram,2228,2093,0
2020-10-13,Nagaland,7367,5778,14
2020-10-13,Odisha,257113,232988,1110
2020-10-13,Puducherry,32006,26865,567
2020-10-13,Punjab,125222,113105,3894
2020-10-13,Rajasthan,163080,139470,1679
2020-10-13,Sikkim,3418,2933,59
2020-10-13,Tamil Nadu,665939,612320,10372
2020-10-13,Telangana,214803,189360,1233
2020-10-13,Tripura,28678,24600,314
2020-10-13,Uttar Pradesh,442141,397570,6466
2020-10-13,Uttarakhand,55645,47971,782
2020-10-13,West Bengal,302020,265228,5741
2020-10-14,Andaman and Nicobar Islands,4046,3796,55
2020-10-14,Andhra Pradesh,764573,716582,6319
2020-10-14,Arunachal Pradesh,12774,9694,29
2020-10-14,Assam,198213,168077,834
2020-10-14,Bihar,199580,187998,967
2020-10-14,Chandigarh,13403,12119,199
2020-10-14,Chhattisgarh,150721,121548,1339
2020-10-14,Dadra and Nagar Haveli and Daman and Diu,3176,3065,2
2020-10-14,Delhi,317841,289755,5898
2020-10-14,Goa,39438,34731,519
2020-10-14,Gujarat,155105,136641,3598
2020-10-14,Haryana,145513,133706,1614
2020-10-14,Himachal Pradesh,18017,15214,250
2020-10-14,Jammu and Kashmir,85412,74318,1352
2020-10-14,Jharkhand,94389,86367,811
2020-10-14,Karnataka,735371,611134,10195
2020-10-14,Kerala,310141,215149,1067
2020-10-14,Ladakh,5304,4261,64
2020-10-14,Madhya Pradesh,155311,138158,2687
2020-10-14,Maharashtra,1554396,1316769,40860
2020-10-14,Manipur,14096,10915,103
2020-10-14,Meghalaya,8004,5582,70
2020-10-14,Mizoram,2238,2108,0
2020-10-14,Nagaland,7420,5860,17
2020-10-14,Odisha,259717,235763,1125
2020-10-14,Puducherry,32247,27152,568
2020-10-14,Punjab,125771,114075,3925
2020-10-14,Rajasthan,165101,141689,1694
2020-10-14,Sikkim,3460,2994,59
2020-10-14,Tamil Nadu,669971,616975,10424
2020-10-14,Telangana,216249,191278,1241
2020-10-14,Tripura,28859,25018,315
2020-10-14,Uttar Pradesh,444734,401306,6507
2020-10-14,Uttarakhand,56074,48798,796
2020-10-14,West Bengal,305697,268324,5805
2020-10-15,Andaman and Nicobar Islands,4062,3817,55
2020-10-15,Andhra Pradesh,768611,722204,6357
2020-10-15,Arunachal Pradesh,12977,9889,30
2020-10-15,Assam,198982,169340,843
2020-10-15,Bihar,200856,188802,972
2020-10-15,Chandigarh,13477,12232,201
2020-10-15,Chhattisgarh,153540,123943,1385
2020-10-15,Dadra and Nagar Haveli and Daman and Diu,3177,3073,2
2020-10-15,Delhi,321324,292510,5924
2020-10-15,Goa,39770,35161,525
2020-10-15,Gujarat,156290,137970,3609
2020-10-15,Haryana,146712,134719,1623
2020-10-15,Himachal Pradesh,18312,15367,255
2020-10-15,Jammu and Kashmir,86060,75641,1358
2020-10-15,Jharkhand,94972,87240,819
2020-10-15,Karnataka,743848,619975,10280
2020-10-15,Kerala,317930,222231,1090
2020-10-15,Ladakh,5393,4310,65
2020-10-15,Madhya Pradesh,156619,139717,2711
2020-10-15,Maharashtra,1564622,1330483,41197
2020-10-15,Manipur,14380,11081,104
2020-10-15,Meghalaya,8177,5646,73
2020-10-15,Mizoram,2246,2121,0
2020-10-15,Nagaland,7496,5960,17
2020-10-15,Odisha,262187,238535,1142
2020-10-15,Puducherry,32488,27365,570
2020-10-15,Punjab,126241,115186,3954
2020-10-15,Rajasthan,167140,143838,1708
2020-10-15,Sikkim,3501,3048,59
2020-10-15,Tamil Nadu,674381,622030,10473
2020-10-15,Telangana,217681,193227,1249
2020-10-15,Tripura,29031,25371,316
2020-10-15,Uttar Pradesh,447406,404545,6543
2020-10-15,Uttarakhand,56497,49631,814
2020-10-15,West Bengal,309417,271503,5867
2020-10-16,Andaman and Nicobar Islands,4072,3831,56
2020-10-16,Andhra Pradesh,772578,727214,6382
2020-10-16,Arunachal Pradesh,13175,10071,30
2020-10-16,Assam,199749,170271,853
2020-10-16,Bihar,201918,190256,981
2020-10-16,Chandigarh,13532,12352,206
2020-10-16,Chhattisgarh,156012,126869,1425
2020-10-16,Dadra and Nagar Haveli and Daman and Diu,3182,3084,2
2020-10-16,Delhi,324752,295707,5946
2020-10-16,Goa,40091,35610,531
2020-10-16,Gujarat,157481,139249,3620
2020-10-16,Haryana,147939,135858,1634
2020-10-16,Himachal Pradesh,18531,15586,257
2020-10-16,Jammu and Kashmir,86757,76479,1366
2020-10-16,Jharkhand,95445,88058,824
2020-10-16,Karnataka,751390,628555,10353
2020-10-16,Kerala,325213,228998,1114
2020-10-16,Ladakh,5441,4461,65
2020-10-16,Madhya Pradesh,157971,141273,2736
2020-10-16,Maharashtra,1576069,1344368,41503
2020-10-16,Manipur,14717,11245,109
2020-10-16,Meghalaya,8316,5736,75
2020-10-16,Mizoram,2255,2127,0
2020-10-16,Nagaland,7608,6051,17
2020-10-16,Odisha,264325,241385,1157
2020-10-16,Puducherry,32768,27671,571
2020-10-16,Punjab,126748,116165,3980
2020-10-16,Rajasthan,169150,146039,1723
2020-10-16,Sikkim,3532,3096,59
2020-10-16,Tamil Nadu,678770,627275,10533
2020-10-16,Telangana,219235,194662,1256
2020-10-16,Tripura,29193,25742,320
2020-10-16,Uttar Pradesh,449958,408083,6589
2020-10-16,Uttarakhand,57046,50155,829
2020-10-16,West Bengal,313188,274697,5928
2020-10-17,Andaman and Nicobar Islands,4083,3848,56
2020-10-17,Andhra Pradesh,776254,732743,6406
2020-10-17,Arunachal Pradesh,13354,10315,30
2020-10-17,Assam,200391,171089,865
2020-10-17,Bihar,203091,191515,990
2020-10-17,Chandigarh,13582,12460,207
2020-10-17,Chhattisgarh,158527,129883,1439
2020-10-17,Dadra and Nagar Haveli and Daman and Diu,3185,3094,2
2020-10-17,Delhi,328011,298861,5981
2020-10-17,Goa,40400,36035,538
2020-10-17,Gujarat,158642,140519,3629
2020-10-17,Haryana,149087,137176,1640
2020-10-17,Himachal Pradesh,18806,15820,260
2020-10-17,Jammu and Kashmir,87367,77288,1372
2020-10-17,Jharkhand,95987,88559,832
2020-10-17,Karnataka,758574,637448,10424
2020-10-17,Kerala,334229,236989,1140
2020-10-17,Ladakh,5534,4535,66
2020-10-17,Madhya Pradesh,159193,142707,2754
2020-10-17,Maharashtra,1586328,1358606,41966
2020-10-17,Manipur,15143,11443,111
2020-10-17,Meghalaya,8417,6034,75
2020-10-17,Mizoram,2271,2137,0
2020-10-17,Nagaland,7702,6077,21
2020-10-17,Odisha,266521,244227,1174
2020-10-17,Puducherry,32980,27984,574
2020-10-17,Punjab,127165,116925,3999
2020-10-17,Rajasthan,171142,148145,1735
2020-10-17,Sikkim,3568,3152,59
2020-10-17,Tamil Nadu,683065,632280,10587
2020-10-17,Telangana,220686,196645,1265
2020-10-17,Tripura,29327,26012,323
2020-10-17,Uttar Pradesh,452683,411611,6629
2020-10-17,Uttarakhand,57652,50820,924
2020-10-17,West Bengal,317053,277880,5989
2020-10-18,Andaman and Nicobar Islands,4108,3868,56
2020-10-18,Andhra Pradesh,780240,737334,6429
2020-10-18,Arunachal Pradesh,13411,10552,30
2020-10-18,Assam,200709,171688,868
2020-10-18,Bihar,204243,192594,996
2020-10-18,Chandigarh,13646,12554,208
2020-10-18,Chhattisgarh,160421,132168,1478
2020-10-18,Dadra and Nagar Haveli and Daman and Diu,3188,3102,2
2020-10-18,Delhi,331310,301724,6009
2020-10-18,Goa,40587,36395,544
2020-10-18,Gujarat,159733,141752,3638
2020-10-18,Haryana,150039,138351,1640
2020-10-18,Himachal Pradesh,18976,16037,263
2020-10-18,Jammu and Kashmir,87945,77886,1379
2020-10-18,Jharkhand,96372,89011,839
2020-10-18,Karnataka,765586,645792,10475
